"Calendar_Year","Sector_General","Sector_Detail1","Sector_Detail2","Sector_GPC","Sector_GPC_Detail","Commodity_Type","Emissions_mtCO2e","Biogenic_Emissions_mtCO2e","Quantity","Quantity_Units"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","0.00","0.00","0.00","gallons"
"2015","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","0.00","0.00","0.00","gallons"
"2015","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2015","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","443,180.00","0.00","0.00","mtCO2e"
"2015","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","15,759.00","0.00","0.00","mtCO2e"
"2015","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","151,117.00","0.00","0.00","mtCO2e"
"2015","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","93.30","0.00","0.00","mtCO2e"
"2015","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Animal Waste","82,817.19","0.00","0.00","mtCO2e"
"2015","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","24,048.00","0.00","0.00","mtCO2e"
"2015","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","109.00","0.00","0.00","mtCO2e"
"2015","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","1,858,616.88","0.00","3,973,162,571.63","miles"
"2015","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","916.70","0.00","864,816.00","people"
"2015","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","4,755.79","0.00","12,518.34","Avg kgN/day"
"2015","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","287,174.22","0.00","573,491.68","tons"
"2015","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","56,997.37","0.00","10,739,957.88","Therm"
"2015","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","242.77","0.00","27,607.58","gallons"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","3,772.97","0.00","610,535.53","gallons"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","19,259.65","0.00","2,146,362.51","gallons"
"2015","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","22,640.50","0.00","2,187,493.78","gallons"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","72.35","0.00","12,664.10","gallons"
"2015","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","13,369.53","0.00","1,297,848.86","gallons"
"2015","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","38,613.23","0.00","3,780,331.20","gallons"
"2015","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","58.44","0.00","5,721.52","gallons"
"2015","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,320.19","0.00","325,054.50","gallons"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","12,749.67","0.00","1,221,862.75","gallons"
"2015","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","412.41","0.00","77,540.00","Therm"
"2015","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","88,409.10","0.00","16,622,469.97","Therm"
"2015","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","418,277.55","0.00","89,360,067.00","Therm"
"2015","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","627,949.76","0.00","118,065,630.00","Therm"
"2015","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","16,665.99","0.00","300,866.71","Therm"
"2015","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","116.40","0.00","2,101.33","Therm"
"2015","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","77.74","0.00","1,403.47","Therm"
"2015","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","24,952.95","0.00","450,468.94","Therm"
"2015","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","88,067.14","0.00","1,617,417.21","Therm"
"2015","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","131,857.43","0.00","2,421,657.82","Therm"
"2015","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","177,235.12","0.00","3,199,578.57","Therm"
"2015","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","118,374.75","0.00","2,136,987.90","Therm"
"2015","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","0.00","0.00","70,573,413.00","kWh"
"2015","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","238,751.87","0.00","1,292,062,067.00","kWh"
"2015","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","26,164.51","0.00","88,377,045.38","kWh"
"2015","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","79.60","0.00","430,779.02","kWh"
"2015","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","20,321.28","0.00","60,378,300.00","kWh"
"2015","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","75,646.64","0.00","224,760,193.06","kWh"
"2015","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","1,033,705,862.00","kWh"
"2015","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","120,212.94","0.00","406,048,677.94","kWh"
"2015","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","236.46","0.00","1,279,664.00","kWh"
"2015","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","25.91","0.00","87,529.02","kWh"
"2015","Buildings","Direct Access","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","8,222.56","0.00","27,773,729.57","kWh"
"2015","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","1,264.60","0.00","4,271,501.68","kWh"
"2015","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","534,898.32","0.00","2,894,728,412.00","kWh"
"2015","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","11,539.52","0.00","62,364,837.98","kWh"
"2015","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","58,618.81","0.00","197,999,423.38","kWh"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B5","6.45","293.20","31,026.14","gallons"
"2015","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B20","84.76","8,249.79","872,993.80","gallons"
"2015","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","118.20","23,989.57","460,717.64","MMBTU"
"2015","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B20","9.05","411.46","43,540.25","gallons"
"2016","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","0.00","0.00","0.00","mtCO2e"
"2016","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","444,837.00","0.00","0.00","mtCO2e"
"2016","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","23,763.00","0.00","0.00","mtCO2e"
"2016","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","88.00","0.00","0.00","mtCO2e"
"2016","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","108.00","0.00","0.00","mtCO2e"
"2016","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","150,681.00","0.00","0.00","mtCO2e"
"2016","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","80,062.00","0.00","0.00","mtCO2e"
"2016","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","15.00","0.00","0.00","mtCO2e"
"2016","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","4,113.42","0.00","10,827.47","Avg kgN/day"
"2016","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","290,929.98","0.00","580,992.00","tons"
"2016","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","923.14","0.00","870,887.00","people"
"2016","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","58,607.71","0.00","11,043,391.37","Therm"
"2016","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","1,801,810.61","0.00","4,010,619,619.99","miles"
"2016","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","15.92","0.00","2,506.69","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","32.10","0.00","5,046.82","gallons"
"2016","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","58.44","0.00","5,721.52","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","76.33","0.00","13,360.78","gallons"
"2016","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","242.77","0.00","27,607.58","gallons"
"2016","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","641.70","0.00","62,000.00","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","518.14","0.00","83,845.30","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","1,553.71","0.00","172,868.04","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","2,593.22","0.00","251,595.30","gallons"
"2016","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,320.19","0.00","325,054.50","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","3,602.25","0.00","345,220.78","gallons"
"2016","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","12,856.03","0.00","1,248,001.18","gallons"
"2016","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","19,957.25","0.00","1,953,864.60","gallons"
"2016","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","21,923.37","0.00","2,118,206.19","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","19,078.31","0.00","2,126,153.05","gallons"
"2016","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","421.07","0.00","79,169.00","Therm"
"2016","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","92,808.90","0.00","17,449,710.78","Therm"
"2016","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","442,294.54","0.00","94,178,456.00","Therm"
"2016","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","667,894.43","0.00","125,575,932.00","Therm"
"2016","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","79.38","0.00","1,432.96","Therm"
"2016","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","118.85","0.00","2,145.48","Therm"
"2016","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","17,495.40","0.00","315,839.77","Therm"
"2016","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","26,194.77","0.00","472,887.16","Therm"
"2016","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","94,425.03","0.00","1,704,630.05","Therm"
"2016","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","125,904.71","0.00","2,272,924.37","Therm"
"2016","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","141,376.71","0.00","2,552,236.16","Therm"
"2016","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","188,509.27","0.00","3,403,107.76","Therm"
"2016","Buildings","Residential","CleanPowerSF Residential SuperGreen Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","51,775.20","kWh"
"2016","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","72.19","0.00","537,682.10","kWh"
"2016","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","1,224,000.00","kWh"
"2016","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","112.44","0.00","1,330,208.10","kWh"
"2016","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","2,658.14","0.00","31,447,000.00","kWh"
"2016","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","12,965.96","0.00","53,949,178.81","kWh"
"2016","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","18,706.83","0.00","60,422,587.84","kWh"
"2016","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","0.00","0.00","72,828,834.00","kWh"
"2016","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","72,046.59","0.00","232,708,629.29","kWh"
"2016","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","171,231.20","0.00","1,275,394,298.00","kWh"
"2016","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","11.83","0.00","49,239.82","kWh"
"2016","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","156.28","0.00","1,164,062.00","kWh"
"2016","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","63,495.52","0.00","264,194,156.87","kWh"
"2016","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","1,053,319,303.28","kWh"
"2016","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","48,137.40","kWh"
"2016","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","1,138,000.00","kWh"
"2016","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","511.35","0.00","2,127,638.52","kWh"
"2016","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","685.58","0.00","8,110,728.90","kWh"
"2016","Buildings","Commercial & Industrial","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","2,685.86","0.00","11,175,412.84","kWh"
"2016","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","6,752.99","0.00","50,298,782.90","kWh"
"2016","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","26,890.78","0.00","111,888,017.68","kWh"
"2016","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","16,207.59","0.00","191,743,000.00","kWh"
"2016","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","355,125.32","0.00","2,645,106,801.00","kWh"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B5","1.05","47.81","5,059.62","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B20","3.04","138.22","14,626.48","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","3.58","309.44","33,075.54","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","11.49","522.38","86,390.23","gallons"
"2016","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","34.57","3,041.05","325,054.50","gallons"
"2016","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","100.87","20,472.19","393,166.72","MMBTU"
"2016","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B20","39.59","3,853.05","407,730.40","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","138.84","2,670.08","441,574.29","gallons"
"2016","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","107.76","4,849.19","518,325.01","gallons"
"2016","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","279.92","24,625.37","2,632,181.00","gallons"
"2017","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","0.00","0.00","0.00","mtCO2e"
"2017","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","427,148.00","0.00","0.00","mtCO2e"
"2017","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","112.73","0.00","0.00","mtCO2e"
"2017","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","20,741.17","0.00","0.00","mtCO2e"
"2017","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","91.60","0.00","0.00","mtCO2e"
"2017","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","83,497.88","0.00","0.00","mtCO2e"
"2017","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","14.81","0.00","0.00","mtCO2e"
"2017","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","145,248.00","0.00","0.00","mtCO2e"
"2017","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","58,962.71","0.00","11,110,283.66","Therm"
"2017","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","1,666,352.67","0.00","4,093,897,091.44","miles"
"2017","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","305,586.70","0.00","610,261.72","tons"
"2017","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","937.42","0.00","884,363.00","people"
"2017","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","3,615.35","0.00","9,516.45","Avg kgN/day"
"2017","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","44.93","0.00","4,398.35","gallons"
"2017","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","14.67","0.00","2,309.53","gallons"
"2017","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","260.30","0.00","29,601.03","gallons"
"2017","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,853.07","0.00","377,225.50","gallons"
"2017","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","262.37","0.00","25,687.00","gallons"
"2017","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","18,726.58","0.00","2,086,954.55","gallons"
"2017","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","84.97","0.00","8,143.00","gallons"
"2017","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","66.32","0.00","498,557.92","gallons"
"2017","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","69.46","0.00","12,157.80","gallons"
"2017","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","2,995.47","0.00","333,280.00","gallons"
"2017","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","1,258.23","0.00","122,074.10","gallons"
"2017","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","29.86","0.00","4,694.76","gallons"
"2017","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","12,940.76","0.00","1,256,225.51","gallons"
"2017","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","24,883.25","0.00","2,404,185.96","gallons"
"2017","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","543.37","0.00","52,500.00","gallons"
"2017","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","423,503.01","0.00","90,712,063.00","Therm"
"2017","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","89,822.97","0.00","16,888,302.10","Therm"
"2017","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","455.02","0.00","85,551.00","Therm"
"2017","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","669,761.38","0.00","125,926,952.00","Therm"
"2017","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","126,256.65","0.00","2,279,277.83","Therm"
"2017","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","90,949.57","0.00","1,641,888.34","Therm"
"2017","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","16,932.52","0.00","305,678.27","Therm"
"2017","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","85.77","0.00","1,548.47","Therm"
"2017","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","189,036.21","0.00","3,412,620.40","Therm"
