"Calendar_Year","Sector_General","Sector_Detail1","Sector_Detail2","Sector_GPC","Sector_GPC_Detail","Commodity_Type","Emissions_mtCO2e","Biogenic_Emissions_mtCO2e","Quantity","Quantity_Units"
"1990","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"1990","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"1990","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","0.00","0.00","0.00","kWh"
"1990","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"1990","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"1990","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B5","0.00","0.00","0.00","gallons"
"1990","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","0.00","0.00","0.00","gallons"
"1990","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"1990","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","0.00","0.00","0.00","kWh"
"1990","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B20","0.00","0.00","0.00","gallons"
"1990","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B5","0.00","0.00","0.00","gallons"
"1990","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B100","0.00","0.00","0.00","gallons"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B20","0.00","0.00","0.00","gallons"
"1990","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"1990","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"1990","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"1990","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"1990","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","0.00","0.00","0.00","Therm"
"1990","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"1990","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"1990","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"1990","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","0.00","0.00","0.00","gallons"
"1990","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","244,300.69","0.00","0.00","mtCO2e"
"1990","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","128,415.62","0.00","0.00","mtCO2e"
"1990","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","23,655.00","0.00","0.00","mtCO2e"
"1990","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","5,346.90","0.00","0.00","mtCO2e"
"1990","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Animal Waste","72,192.34","0.00","0.00","mtCO2e"
"1990","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","70.50","0.00","0.00","mtCO2e"
"1990","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","109.00","0.00","0.00","mtCO2e"
"1990","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","765.87","0.00","723,959.00","people"
"1990","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","64,223.61","0.00","12,101,591.25","Therm"
"1990","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","472,645.88","0.00","667,000.00","tons"
"1990","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","3,452.54","0.00","9,086.25","Avg kgN/day"
"1990","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","2,037,736.32","0.00","3,648,000,000.00","miles"
"1990","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","7,976.26","0.00","785,835.00","gallons"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","21,646.72","0.00","2,404,846.72","gallons"
"1990","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","53,265.82","0.00","5,216,832.50","gallons"
"1990","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,320.19","0.00","325,054.50","gallons"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","10,893.10","0.00","297,989.96","gallons"
"1990","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","39,991.19","0.00","3,940,000.00","gallons"
"1990","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","58.44","0.00","5,721.52","gallons"
"1990","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","242.77","0.00","27,607.58","gallons"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","2,411.71","0.00","386,548.98","gallons"
"1990","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","84.04","0.00","14,202.93","gallons"
"1990","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","98,658.82","0.00","24,710,537.48","Therm"
"1990","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","951,800.25","0.00","194,935,767.42","Therm"
"1990","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","430,629.57","0.00","86,521,277.78","Therm"
"1990","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","27,845.87","0.00","669,655.57","Therm"
"1990","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","18,598.17","0.00","447,260.73","Therm"
"1990","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","90,691.48","0.00","1,566,035.13","Therm"
"1990","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","135,786.68","0.00","2,344,726.63","Therm"
"1990","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","179,423.77","0.00","3,528,337.39","Therm"
"1990","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","268,640.01","0.00","5,282,759.30","Therm"
"1990","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","52,538.19","0.00","125,639,149.07","kWh"
"1990","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","516,752.01","0.00","1,235,754,010.53","kWh"
"1990","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","89,569.84","0.00","206,253,870.00","kWh"
"1990","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","3,500.71","0.00","53,156,171.00","kWh"
"1990","Buildings","Direct Access","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","12,253.92","0.00","15,733,743.85","kWh"
"1990","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","221,389.73","0.00","284,259,148.19","kWh"
"1990","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","50,402.31","0.00","765,327,829.00","kWh"
"1990","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","141,270.31","0.00","358,212,305.51","kWh"
"1990","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","1,389,498.07","0.00","3,523,283,120.21","kWh"
"1990","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","90.24","15,734.91","288,967.06","MMBTU"
"2000","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","0.00","0.00","0.00","gallons"
"2000","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2000","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B20","0.00","0.00","0.00","gallons"
"2000","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2000","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","0.00","0.00","0.00","kWh"
"2000","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","0.00","0.00","0.00","kWh"
"2000","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2000","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B20","0.00","0.00","0.00","gallons"
"2000","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"2000","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"2000","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B100","0.00","0.00","0.00","gallons"
"2000","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2000","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B5","0.00","0.00","0.00","gallons"
"2000","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2000","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","0.00","0.00","0.00","Therm"
"2000","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"2000","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2000","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2000","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B5","0.00","0.00","0.00","gallons"
"2000","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2000","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","0.00","0.00","0.00","gallons"
"2000","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","242,457.18","0.00","0.00","mtCO2e"
"2000","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Animal Waste","68,745.37","0.00","0.00","mtCO2e"
"2000","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","70.50","0.00","0.00","mtCO2e"
"2000","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","23,655.00","0.00","0.00","mtCO2e"
"2000","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","109.00","0.00","0.00","mtCO2e"
"2000","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","177,572.23","0.00","0.00","mtCO2e"
"2000","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","5,346.90","0.00","0.00","mtCO2e"
"2000","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","64,223.61","0.00","12,101,591.25","Therm"
"2000","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","3,712.09","0.00","9,769.31","Avg kgN/day"
"2000","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","480,406.86","0.00","872,731.00","tons"
"2000","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","2,205,904.16","0.00","3,880,000,000.00","miles"
"2000","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","823.45","0.00","773,312.00","people"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","10,570.82","0.00","289,173.69","gallons"
"2000","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","53,781.75","0.00","5,267,362.00","gallons"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","81.56","0.00","13,782.73","gallons"
"2000","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","58.44","0.00","5,721.52","gallons"
"2000","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","8,536.91","0.00","841,071.00","gallons"
"2000","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","99,967.83","0.00","9,849,000.00","gallons"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","2,340.36","0.00","375,112.62","gallons"
"2000","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","242.77","0.00","27,607.58","gallons"
"2000","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","21,006.28","0.00","2,333,697.40","gallons"
"2000","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,320.19","0.00","325,054.50","gallons"
"2000","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","835,614.78","0.00","159,290,054.74","Therm"
"2000","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","131,379.36","0.00","28,621,672.74","Therm"
"2000","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","527,726.83","0.00","101,493,370.30","Therm"
"2000","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","166,403.52","0.00","2,750,470.34","Therm"
"2000","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","235,847.35","0.00","4,316,760.48","Therm"
"2000","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","37,081.05","0.00","775,647.33","Therm"
"2000","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","111,140.36","0.00","1,837,030.00","Therm"
"2000","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","24,766.31","0.00","518,052.28","Therm"
"2000","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","157,521.66","0.00","2,883,149.99","Therm"
"2000","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","91,033.98","0.00","268,130,030.00","kWh"
"2000","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","59,620.46","0.00","149,259,251.21","kWh"
"2000","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","586,411.30","0.00","1,468,075,195.14","kWh"
"2000","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","6,448.38","0.00","95,047,340.00","kWh"
"2000","Buildings","Direct Access","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","8,947.50","0.00","17,020,244.23","kWh"
"2000","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","161,653.12","0.00","307,502,154.08","kWh"
"2000","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","63,646.59","0.00","938,133,000.00","kWh"
"2000","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","120,516.23","0.00","322,769,519.56","kWh"
"2000","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","1,185,366.33","0.00","3,174,677,090.85","kWh"
"2000","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","97.02","16,917.79","310,690.25","MMBTU"
"2005","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2005","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","0.00","0.00","0.00","Therm"
"2005","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2005","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2005","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2005","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2005","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"2005","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2005","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2005","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"2005","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","0.00","0.00","0.00","gallons"
"2005","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B5","0.00","0.00","0.00","gallons"
"2005","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B20","0.00","0.00","0.00","gallons"
"2005","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","0.00","0.00","0.00","kWh"
"2005","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","0.00","0.00","0.00","kWh"
"2005","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B5","0.00","0.00","0.00","gallons"
"2005","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"2005","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B20","0.00","0.00","0.00","gallons"
"2005","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B100","0.00","0.00","0.00","gallons"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","0.00","0.00","0.00","gallons"
"2005","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2005","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2005","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","273,327.12","0.00","0.00","mtCO2e"
"2005","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","70.50","0.00","0.00","mtCO2e"
"2005","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","109.00","0.00","0.00","mtCO2e"
"2005","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Animal Waste","75,903.37","0.00","0.00","mtCO2e"
"2005","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","5,346.90","0.00","0.00","mtCO2e"
"2005","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","150,950.47","0.00","0.00","mtCO2e"
"2005","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","23,655.00","0.00","0.00","mtCO2e"
"2005","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","3,641.13","0.00","9,582.57","Avg kgN/day"
"2005","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","807.71","0.00","780,187.00","people"
"2005","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","64,223.61","0.00","12,101,591.25","Therm"
"2005","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","2,053,822.63","0.00","3,777,853,741.20","miles"
"2005","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","365,526.16","0.00","664,033.00","tons"
"2005","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","13,729.48","0.00","1,352,652.00","gallons"
"2005","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","242.77","0.00","27,607.58","gallons"
